Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
RPM 023,The Hives,A.k.a. I-D-I-O-T,Gearhead Records,"12"", RE",,2001,387023,"LP - 12""",2017-06-30 02:29:28,,,
RPM030,The Hives,Barely Legal,Gearhead Records,"LP, Album, RE",,2001,386945,"LP - 12""",2016-03-17 04:13:33,,,
RPM040,The Hives,Veni Vidi Vicious,Gearhead Records,"LP, Album, RE",,2002,421304,"LP - 12""",2016-02-07 06:17:27,,,
ID3142GF,Sonic Youth,Screaming Fields Of Sonic Love,"Geffen Home Video, DGC","Laserdisc, Comp, NTSC, CX",,1995,1478538,Miscellanous,2015-09-14 04:08:44,,,
069490650-1,Sonic Youth,NYC Ghosts & Flowers,Geffen Records,"LP, Album",,2000,615876,"LP - 12""",2015-09-11 03:36:48,,,
GEFC-24387,Siouxsie & The Banshees,Superstition,Geffen Records,"Cass, Album",,1991,1307342,Cassettes,2017-09-30 16:25:52,,,
GEFC-24492,Siouxsie & The Banshees,Twice Upon A Time - The Singles,Geffen Records,"Cass, Comp",,1992,3953467,Cassettes,2017-09-30 16:53:03,,,
M5G 24205,Siouxsie & The Banshees,Peepshow,Geffen Records,"Cass, Album, SR,",,1988,1860360,Cassettes,2017-09-30 16:24:47,,,
"0720642453612, 00720642453612",Nirvana,In Utero,"Geffen Records, Geffen Records","LP, Album, RE, RM, 180",,2008,1559511,"LP - 12""",2019-02-09 23:01:17,,,
"170.8005, GHS 24308",The Simpsons,The Simpsons Sing The Blues,"Geffen Records, Geffen Records","LP, Album",,1991,4165317,"LP - 12""",2016-04-19 21:54:35,,,
GHS 24092,Siouxsie & The Banshees,Tinderbox,"Geffen Records, Wonderland (3)","LP, Album",,1986,387015,"LP - 12""",2015-12-05 02:25:41,,,
GEN 1203,Vanilla (3),Vanilla,Genet Records,"LP, Album",,1996,470759,"LP - 12""",2015-09-14 06:22:09,,,
GH-1011,Thee Headcoatees,Girlsville,Get Hip Recordings,"LP, Album, RE",,1993,449698,"LP - 12""",2015-10-16 02:32:01,,,
GI-171 LP,ADULT.,Resuscitation,Ghostly International,"2xLP, Album, Comp, Ltd, RE",5,2012,4022746,"LP - 12""",2016-08-27 20:52:54,,,
GI-218 LP,Xeno And Oaklander,Par Avion,Ghostly International,"LP, Album, Ltd",,2014,5873986,"LP - 12""",2016-04-30 19:40:36,,,
GI-270 LP,Xeno And Oaklander,Topiary,Ghostly International,"LP, Album, Ltd, Cle",,2016,8468589,"LP - 12""",2016-07-02 03:25:46,,,
4 24567,The Jesus Lizard,Show,Giant Records,Cass,,1994,4768174,Cassettes,2017-09-30 20:47:09,,,
GLS-0221-01,Childish Gambino,"Awaken, My Love!",Glassnote (2),"LP, Album",,2017,11116099,"LP - 12""",2018-12-30 00:42:53,,,
none,Ariel Pink's Haunted Graffiti,Loverboy,"Gloriette Records, Cooler Cat Records","2xLP, Album, Ltd, RE",,2009,1826058,"LP - 12""",2015-09-09 04:45:48,,,
BHC-002,Hips (3),James Brown,Going Underground Records,"7"", EP",5,2005,3036608,"7""",2015-09-18 03:24:47,,,
GSL  09,The Locust,The Locust,Gold Standard Laboratories,"7"", RP, Pin",5,2002,3947791,"7""",2015-09-14 20:42:28,,,
GSL 27,Le Shok,We Are Electrocution,Gold Standard Laboratories,"LP, Pin",,2004,3203535,"LP - 12""",2015-09-14 05:58:35,,,
GSL 48,The Locust / Melt-Banana,The Locust / Melt Banana,Gold Standard Laboratories,"7"", Pin",5,2003,1254690,"7""",2015-09-18 03:43:31,,,
GSL59,Chromatics,Chrome Rats Vs. Basement Ruts,Gold Standard Laboratories,"LP, Album",,2003,1182018,"LP - 12""",2015-11-15 02:00:51,,,
GSLXYZ-9,Kill Me Tomorrow / Xiu Xiu,The Special 12 Singles Series,Gold Standard Laboratories,"7"", Single, Ltd, Tra",5,2005,3815370,"7""",2015-04-30 06:12:41,,,
"GSL31, iw005",GoGoGo Airheart,Out Every Window The Snap Of Envy & Greed,"Gold Standard Laboratories, Ideal Weight","LP, Album",,2000,1299512,"LP - 12""",2015-09-14 00:34:00,,,
Goo 019,Sonic Youth,EVOL,Goofin' Records,"LP, Album, RE, RM, RP",,2015,7272249,"LP - 12""",2018-11-05 03:36:50,,,"Amoeba, Berkeley"
Goo 020,Sonic Youth,Sister,Goofin' Records,"LP, Album, RE",,2016,8224662,"LP - 12""",2018-11-05 03:44:11,,,"Amoeba, Berkeley"
goo-011,Sonic Youth,Rather Ripped,Goofin' Records,"LP, Album",,2006,725598,"LP - 12""",2015-09-11 03:58:29,,,
goo-017,Sonic Youth,Daydream Nation,Goofin' Records,"2xLP, Album, RE, RM",,2014,5746111,"LP - 12""",2018-10-01 00:19:33,,,"1,2,3,4 Go!, Oakland"
GOO-06,Sonic Youth,Sonic Nurse,Goofin' Records,"2xLP, Album",,2004,518396,"LP - 12""",2016-06-26 00:30:03,,,
GOO-08,Sonic Youth,Sonic Youth,Goofin' Records,"LP, Album, RE, RM + LP",,2006,655285,"LP - 12""",2018-10-14 00:39:42,,,"1,2,3,4 Go!, Oakland"
GOO-4,Sonic Youth,Murray Street,Goofin' Records,"LP, Album",,2002,518388,"LP - 12""",2015-09-11 03:40:19,,,
"Gooom 035LP, 7243 8 75210 1 8",M83,Before The Dawn Heals Us,"Gooom, Labels","2xLP, Album",,2005,399892,"LP - 12""",2015-09-11 02:29:36,,,
GRAVE030,Black Moth Super Rainbow,Dandelion Gum,Graveface Records,"LP, Album, Ltd, Pic, RE",,2011,2911174,"LP - 12""",2016-06-12 22:57:49,,,
GRAVE052,Blue Water White Death,Blue Water White Death,Graveface Records,"LP, RP, Blu",,2010,5401706,"LP - 12""",2015-10-28 23:09:22,,,
GRAVE052,Blue Water White Death,Blue Water White Death,Graveface Records,"LP, Ltd, Num, Blu",,2010,2516392,"LP - 12""",2016-11-07 23:30:01,,,
GRAVE070,Xiu Xiu,"Lil' What's Your Problem & Madicuss b/w Bus Accident, We Need To Talk & I'll Suck Ya Straight",Graveface Records,"7"", Single, Ltd",5,2012,3957990,"7""",2015-08-16 03:43:48,,,
GRAVE070,Xiu Xiu,"Lil' What's Your Problem & Madicuss b/w Bus Accident, We Need To Talk & I'll Suck Ya Straight",Graveface Records,"7"", Single, Ltd, Doo",5,2012,3917182,"7""",2015-11-06 23:04:18,,,17/250
GRAVE103,Xiu Xiu,Nina,Graveface Records,"LP, Album, Ltd, Bab",,2013,5149358,"LP - 12""",2015-02-24 00:11:07,,,
GRAVE103,Xiu Xiu,Nina,Graveface Records,"LP, Ltd, Put",,2013,5115260,"LP - 12""",2015-09-19 06:58:04,,,
GRAVE103,Xiu Xiu,Nina,Graveface Records,"LP, Club, Ltd, Num, Blo",,2013,5128146,"LP - 12""",2015-11-06 23:05:14,,,29/300
GRAVE103,Xiu Xiu,Nina,Graveface Records,"LP, Album, Ltd, 180",,2013,5122291,"LP - 12""",2015-12-07 20:14:10,,,
GRAVE103,Xiu Xiu,Nina,Graveface Records,"LP, Album, Ltd, TP",,2013,5181548,"LP - 12""",2016-07-05 22:12:19,,,
GRAVE103,Xiu Xiu,Nina,Graveface Records,"Cass, Album",,2013,5138034,Cassettes,2016-10-27 02:28:46,,,
GRAVE128,Xiu Xiu,Knife Play,Graveface Records,"LP, RE, Whi + 7"", Single, Cle",,2017,9664375,"LP - 12""",2017-01-17 21:12:17,,,
GRAVE128,Xiu Xiu,Knife Play,Graveface Records,"LP, Club, Num, RE, Pur + 7"", Single, Cle",,2017,9794496,"LP - 12""",2017-10-10 23:09:59,,,
GRAVE135,Xiu Xiu,A Promise,Graveface Records,"LP, Fle + 7"", Fle + Ltd, RE",,2018,11458332,"LP - 12""",2018-01-26 02:10:05,,,
GRAVE145,Ten In The Swear Jar,The Complete Fort Awesome Recordings,Graveface Records,"LP, Cle + LP, Bla + Comp, Ltd",,2019,13486950,"LP - 12""",2019-04-15 00:53:18,,,
GRAVE145,Ten In The Swear Jar,The Complete Fort Awesome Recordings,Graveface Records,"2xLP, Comp, Club, Ltd, Num",,2019,13475796,"LP - 12""",2019-04-22 22:25:49,,,
RG-02,The Exploding Hearts,Guitar Romantic,Green Noise Records,"LP, Album, RE",,2007,1376641,"LP - 12""",2015-09-14 00:13:23,,,
"RG-04, ZZZ-32",The Exploding Hearts,Shattered,"Green Noise Records, Dirtnap Records","LP, Comp",,2007,1376649,"LP - 12""",2015-09-14 00:14:20,,,
GSR 006,Occam's Razor (4) / They Found My Naked Corpse Face Down In The Snow,Occam's Razor / They Found My Naked Corpse Face Down In The Snow,Grey Sky Records,"7"", Blu",5,2004,6698997,"7""",2015-09-18 03:21:19,,,
"GRCH01, GRCH01LPb",Trust (15),The Destroyer - Part One,"Grouch, Grouch","LP, Album, Ltd, PVC",,2019,13550450,"LP - 12""",2019-04-29 01:39:56,,,
"GRCH02LP, GRCH02LP2b",Trust (15),The Destroyer - Part Two,"Grouch, Grouch","LP, Album, Ltd, Cle",,2019,14359482,"LP - 12""",2019-11-06 23:46:07,,,
GT19,Roses (2),Camera Trouble,Group Tightener,"LP, Album",,2016,9366478,"LP - 12""",2017-08-30 01:27:37,,,
HCNL 025,The Plot To Blow Up The Eiffel Tower,"Dissertation, Honey",Happy Couples Never Last Recordings,"LP, Album",,2003,2318313,"LP - 12""",2018-10-19 00:40:26,,,
HHBTM147,Sweater Girls,Sweater Girls Were Here,Happy Happy Birthday To Me Records,LP,,2012,4028962,"LP - 12""",2015-09-14 04:49:25,,,
HAR 058,Grave Babies,Gothdammit,Hardly Art,"12"", EP",,2012,3598201,"LP - 12""",2015-09-10 04:14:34,,,
HAR-034,Hunx And His Punx,Too Young To Be In Love,Hardly Art,LP,,2011,2796566,"LP - 12""",2017-04-02 00:37:43,,,
HAR-036,Seapony,Go With Me,Hardly Art,"LP, Album",,2011,2945999,"LP - 12""",2016-01-03 19:55:03,,,
HAR-051,La Sera,Sees The Light,Hardly Art,"LP, Album",,2012,3490723,"LP - 12""",2015-10-02 00:25:27,,,
HAR-067,Grave Babies,Crusher,Hardly Art,LP,,2013,4424578,"LP - 12""",2015-09-10 04:13:36,,,
HAR-076,La Luz (2),It's Alive,Hardly Art,"LP, Album, Ltd, Opa",,2013,5045603,"LP - 12""",2016-08-06 02:46:04,,,
HAR-079,TacocaT,NVM,Hardly Art,"LP, Album",,2014,5456156,"LP - 12""",2016-03-26 05:27:03,,,
HAR-089,La Luz (2),Weirdo Shrine,Hardly Art,LP,,2015,7320765,"LP - 12""",2016-06-12 00:12:22,,,
HAR-091,Protomartyr (2),The Agent Intellect,Hardly Art,"LP, Album",,2015,7578858,"LP - 12""",2017-11-26 02:08:24,,,
HAR-096,The Julie Ruin,Hit Reset,Hardly Art,"LP, Album, Ltd, Whi",,2016,8748487,"LP - 12""",2016-07-10 23:25:41,,,
HAR-105,La Luz (2),Floating Features,Hardly Art,"LP, Album",,2018,11988737,"LP - 12""",2018-06-30 06:47:24,,,
HAR087-1,Grave Babies,Holographic Violence,Hardly Art,"LP, Ltd, Blu",,2015,7259472,"LP - 12""",2015-09-10 04:14:28,,,
SMAS-11163,Pink Floyd,The Dark Side Of The Moon,Harvest,"LP, Album, Jac",,1973,7722180,"LP - 12""",2019-04-29 03:18:22,,,
SMAS-832,Pink Floyd,Meddle,Harvest,"LP, Album, Gat",,1971,11441398,"LP - 12""",2019-04-29 02:43:45,,,
"SHSP 4093, OC 062-06 801",Wire,Chairs Missing,"Harvest, Harvest","LP, Album, RE",,0,3531408,"LP - 12""",2017-11-26 01:49:50,,,
HC1227,Regulations,Regulations,Havoc Records,"LP, Album",,2005,972603,"LP - 12""",2015-09-14 03:40:54,,,
HSR022 LP,Pelican (2),March Into The Sea,Hawthorne Street Records,"12"", EP, Ltd, RE, Gre",,2008,1523047,"LP - 12""",2016-11-25 22:50:49,,,
SHL 32089,Al Green,Greatest Hits,Hi Records,"LP, Comp",,1975,5414248,"LP - 12""",2019-03-02 23:41:30,,,
E2 92773,Jill Scott,Beautifully Human - Words And Sounds Vol. 2,Hidden Beach Recordings,"2xLP, Album",,2004,7592117,"LP - 12""",2018-01-16 01:54:20,,,
E2 62137,Jill Scott,Who Is Jill Scott? - Words And Sounds Vol. 1,"Hidden Beach Recordings, Epic","2xLP, Album",,2000,1496463,"LP - 12""",2017-01-29 00:41:38,,,
HMS 165-7,Sebadoh,Gimme Indie Rock!,Homestead Records,"7"", EP, RP, Gra",5,1998,3556771,"7""",2015-09-18 03:48:58,,,
HMS011C,Various,Speed Trials,Homestead Records,"Cass, Comp",,1984,4026296,Cassettes,2017-09-30 20:23:41,,,
HMS016,Sonic Youth,Bad Moon Rising,Homestead Records,"LP, Album, RP, Red",,0,1133504,"LP - 12""",2018-06-17 03:59:02,,,"1,2,3,4 Go!, Oakland"
HMS047,Sonic Youth,Flower / Halloween,Homestead Records,"12""",,1986,1414964,"LP - 12""",2016-07-04 17:34:24,,,
HMS157-7,Seam,Days Of Thunder,Homestead Records,"7"", Single",5,1991,939320,"7""",2015-09-14 21:10:45,,,
HMS177-4,Seam,Headsparks,Homestead Records,"Cass, Album",,1992,5326684,Cassettes,2015-02-24 00:20:16,,,
HJRLP60,Actress,R.I.P,Honest Jon's Records,"2xLP, Album",,2012,3555773,"LP - 12""",2017-12-22 22:28:23,,,
HOT 1003,The Triffids,Treeless Plain,Hot Records (2),"LP, Album",,1984,5191040,"LP - 12""",2016-09-30 01:19:08,,,
#4,Various,Flowercore,Hotsauce Records,"7"", Comp, Num, Whi",5,1999,5789193,"7""",2018-10-02 00:11:32,,,
HZR-040,Smith Westerns,Smith Westerns,HoZac Records,"LP, Album, Gol",,2009,7263713,"LP - 12""",2017-02-06 01:32:01,,,
HEMK0001,Ariel Pink,Thrash And Burn,Human Ear Music,"2xLP, Album, Cle",,2013,5120850,"LP - 12""",2016-07-02 03:39:18,,,
HH666-110,Jesu,Silver,Hydra Head Records,"12"", EP, Ltd, Gre",,2007,920850,"LP - 12""",2015-09-14 01:09:56,,,
HH666-38,Cave In,Creative Eclipses,Hydra Head Records,"7"", EP, Pin",5,1999,5856486,"7""",2015-09-18 03:25:50,,,
HH666-49,Cave In,Lift Off,Hydra Head Records,"7"", Single, RP, Blu",5,2002,1982720,"7""",2016-07-23 21:19:59,,,
HH666-52,Cave In,Jupiter,Hydra Head Records,"LP, Album",,2000,1308276,"LP - 12""",2015-09-13 23:26:59,,,
HH666-66,Cave In,Tides Of Tomorrow,Hydra Head Records,"12"", EP",,2002,1009014,"LP - 12""",2015-09-13 23:25:00,,,
hr003,Circle Takes The Square,As The Roots Undo,Hyperrealist,"LP, Album, Ltd",,2004,1554924,"LP - 12""",2019-04-14 23:51:11,,,
WISH 005,Boyracer / The Ropers,Tour Split,I Wish I Was A Slumberland Record,"7"", Whi",5,1994,792743,"7""",2015-09-14 20:50:09,,,
IFH002,Future Islands,Wave Like Home,Ideas For Housecrafts,"LP, Album, RE",,2018,12796996,"LP - 12""",2018-11-26 19:46:17,,,"Grimey's, Nashville"
imprec 065,XXL (4),¡Ciaütistico!,Important Records (2),"CD, Album",,2005,662943,CD,2015-09-09 06:48:56,,,
"imprec130, imprec130b",XXL (4),¿Spicchiology?,"Important Records (2), Important Records (2)","2xCD, Album, Ltd",,2007,983558,CD,2015-11-28 07:48:15,,,
ITR 161,Vivian Girls,Vivian Girls,In The Red Recordings,"LP, Album, RE",,2008,1509048,"LP - 12""",2015-09-14 06:24:32,,,
ITR168,Blank Dogs,Under And Under,In The Red Recordings,"2xLP, Album",,2009,1824173,"LP - 12""",2015-09-09 05:07:21,,,
"ITR 133, ITR-133",Jay Reatard,Blood Visions,"In The Red Recordings, In The Red Recordings","LP, Album",,2006,1350715,"LP - 12""",2015-09-14 03:42:07,,,
IRL002,Throbbing Gristle,D.o.A. The Third And Final Report,Industrial Records,"LP, Album, Ltd, RE, RM, 180",,2011,3212606,"LP - 12""",2015-12-07 00:09:39,,,
IL2048,Nosaj Thing,Parallels,Innovative Leisure Records,"LP, Album, Cle",,2017,10825091,"LP - 12""",2017-11-12 00:02:36,,,
INS26,Xiu Xiu & The Jim Yoshii Pile-Up,Insound Tour Support Series No. 26,Insound,"CD, Ltd",,2003,1327511,CD,2014-03-26 04:32:49,,,
"IARC0029, 1-624971",Jeff Parker & The New Breed,Suite For Max Brown,"International Anthem Recording Company, Nonesuch","LP, Album",,2020,14675444,"LP - 12""",2020-11-08 23:09:10,,,
B0004844-01,M.I.A. (2),Arular,Interscope Records,"2xLP, Album, Gat",,2005,1139757,"LP - 12""",2015-09-11 02:22:13,,,
B0009715-01,M.I.A. (2),Kala,Interscope Records,"2xLP, Album",,2007,1278408,"LP - 12""",2015-09-11 02:23:12,,,
B0012735-01,Yeah Yeah Yeahs,It's Blitz!,Interscope Records,"LP, Album",,2009,1730478,"LP - 12""",2015-09-16 03:56:39,,,
B0026828-01,...And You Will Know Us By The Trail Of Dead,Source Tags & Codes,Interscope Records,"LP + LP, S/Sided, Etch + Album, RE, Gat",,2017,10682608,"LP - 12""",2017-08-12 19:31:08,,,
B0027270-01,Yeah Yeah Yeahs,Fever To Tell,"Interscope Records, Dress Up, Polydor, UMe","LP, Album, RE, RM",,2017,11027496,"LP - 12""",2017-12-28 02:22:29,,,
"INTR-12580-1, none",Rye Rye Featuring M.I.A. (2),Bang,"Interscope Records, N.E.E.T.","12""",,2009,1878247,"LP - 12""",2015-09-11 03:12:00,,,
"92580-1, 92580-1 ",No Doubt,Tragic Kingdom,"Interscope Records, Trauma Records (2)","LP, Album, RE, Blu",,1996,4403358,"LP - 12""",2015-09-11 02:45:10,,,
LUNGS-021,Total Control (13),Henge Beat,Iron Lung Records,"LP, Album",,2011,3087139,"LP - 12""",2015-09-11 03:52:45,,,
LUNGS-053,Total Control (13),Typical System,Iron Lung Records,"LP, Album",,2014,6037937,"LP - 12""",2015-09-11 03:53:25,,,
LUNGS-064,Flesh World (2),The Wild Animals In My Life,Iron Lung Records,"LP, Album",,2015,7089463,"LP - 12""",2015-09-14 00:16:59,,,
314-514 696-4,PJ Harvey,Rid Of Me,Island Records,"Cass, Album",,1993,4466287,Cassettes,2017-09-30 17:22:35,,,
314-518 450-4,PJ Harvey,4-Track Demos,Island Records,"Cass, Album",,1993,972627,Cassettes,2017-09-30 17:21:52,,,
314-524 085-1,PJ Harvey,To Bring You My Love,Island Records,"LP, Album",,1995,415747,"LP - 12""",2016-01-03 00:07:48,,,
ILPS 9624,Grace Jones,Nightclubbing,Island Records,"LP, Album, Los",,1981,706094,"LP - 12""",2016-11-12 03:44:46,,,
"0851112, 00602508511127",PJ Harvey,Rid Of Me,"Island Records, Island Records","LP, Album, RE, 180",,2020,15792475,"LP - 12""",2020-11-25 02:37:33,,,
"7 90491-1, 90491-1",Grace Jones,Island Life,"Island Records, Island Records","LP, Comp, AR ",,1985,5041934,"LP - 12""",2015-11-23 01:02:40,,,
"90064-1, 7 90064-1",Grace Jones,Warm Leatherette,"Island Records, Island Records","LP, Album, RE",,1986,3387280,"LP - 12""",2015-11-23 01:05:20,,,
B0025262-01 JK02,The Killers,Hot Fuss,"Island Records, UMe","LP, Album, RE",,2017,9642831,"LP - 12""",2017-01-14 04:25:07,,,
IDIB-028,Chromatics,Night Drive,Italians Do It Better,"2xLP, Album, RP, Blu",,2014,6398912,"LP - 12""",2015-09-09 05:40:00,,,
IDIB-039,Chromatics,Running From The Sun,Italians Do It Better,"LP, Dlx, RE, RP, Red",,2015,7705657,"LP - 12""",2016-07-31 06:40:24,,,
IDIB001,Various,After Dark,Italians Do It Better,"3xLP, Comp, Ltd, Gat",,2008,1385605,"LP - 12""",2017-08-13 02:04:36,,,
IDIB005,Glass Candy,B/E/A/T/B/O/X,Italians Do It Better,"LP + 7""",,2008,1490200,"LP - 12""",2015-09-14 00:23:43,,,
IDIB026,Various,After Dark 2,Italians Do It Better,"3xLP, Comp, Cle",,2013,4860617,"LP - 12""",2016-10-15 01:37:32,,,
IDIB049,Chromatics,Shadow,Italians Do It Better,"12"", Cle",,2016,8037879,"LP - 12""",2018-01-16 02:04:17,,,
IDIB38,Chromatics,Kill For Love,Italians Do It Better,"2xLP, Album, RP, Whi",,2015,6604137,"LP - 12""",2015-09-12 18:21:32,,,
IDIB701,Chromatics,I Can Never Be Myself When You're Around,Italians Do It Better,"Flexi, 7"", S/Sided, Pic, Promo",5,2015,7246702,"7""",2015-11-01 07:19:55,,,
JPR-037,Etta James,At Last!,Jackpot Records (3),"LP, Album, Ltd, RE, Gre",,2016,8396733,"LP - 12""",2016-04-16 18:07:43,,,
JT1051,The Explosion,Flash Flash Flash,Jade Tree,"LP, Album, Tra",,2000,4981852,"LP - 12""",2019-04-14 23:37:55,,,
"JT1036, 82108-1SC",Cap'n Jazz,Analphabetapolothology,"Jade Tree, Epitaph","2xLP, Comp, RE, RP, 180",,2017,10914395,"LP - 12""",2017-12-22 22:37:18,,,
JAG048,Oneida,Each One Teach One,Jagjaguwar,"2xLP, Album, Ltd, RE, Sil",,2018,12351155,"LP - 12""",2018-09-29 21:49:36,,,"1,2,3,4 Go!, Oakland"
JAG132,Women,Women,Jagjaguwar,"LP, Album",,2008,1603371,"LP - 12""",2016-07-01 03:57:25,,,
JAG152,Women,Public Strain,Jagjaguwar,"LP, Album",,2010,2438121,"LP - 12""",2017-02-06 01:37:50,,,
JAG244,Angel Olsen,Burn Your Fire For No Witness,Jagjaguwar,"LP, Album",,2014,5374725,"LP - 12""",2016-09-18 02:10:24,,,
JAG260,Viet Cong (2),Viet Cong,Jagjaguwar,"LP, Album",,2015,6539616,"LP - 12""",2015-09-11 04:45:05,,,
JAG260,Viet Cong (2),Viet Cong,Jagjaguwar,"Cass, Album",,2015,6519658,Cassettes,2017-09-30 20:31:26,,,
JAG262,Unknown Mortal Orchestra,Multi-Love,Jagjaguwar,"Cass, Album, pin",,2016,8141952,Cassettes,2017-09-30 16:57:54,,,
JAG262LPC1,Unknown Mortal Orchestra,Multi-Love,Jagjaguwar,"LP, Album, Ltd, Pin",,2015,7036437,"LP - 12""",2015-09-14 05:05:13,,,
JAG266,Sharon Van Etten,I Don't Want To Let You Down EP,Jagjaguwar,"12"", EP",,2015,7094226,"LP - 12""",2015-09-14 06:22:59,,,
JAG290CT,Preoccupations,Preoccupations,Jagjaguwar,Cass,,2016,9060819,Cassettes,2017-09-30 20:57:51,,,
JAG291,Preoccupations,Key / Off Duty Trip,Jagjaguwar,"7"", Single",5,2016,10688595,"7""",2018-10-02 00:32:41,,,
JAG320,Preoccupations,New Material,Jagjaguwar,"Cass, Album",,2018,11735257,Cassettes,2019-02-09 22:58:18,,,
"JAG253, DW029.5",Sinoia Caves,Beyond The Black Rainbow,"Jagjaguwar, Death Waltz Recording Company","LP, Ltd, Cle",,2014,6028171,"LP - 12""",2015-10-25 04:27:02,,,
"JAG284, JAG284LP-C1",Angel Olsen,My Woman,"Jagjaguwar, Jagjaguwar","LP, Album, Ltd, Pur",,2016,8980757,"LP - 12""",2016-09-18 02:14:34,,,
"JAG290, JAG290LPC1",Preoccupations,Preoccupations,"Jagjaguwar, Jagjaguwar","LP, Album, Cle + 7"" + CD, Album + Dlx",,2016,9044686,"LP - 12""",2016-09-17 00:15:30,,,
"JAG320, JAG320LP-C1 GREY",Preoccupations,New Material,"Jagjaguwar, Jagjaguwar","LP, Album, Ltd, Gre",,2018,11735297,"LP - 12""",2018-11-26 19:47:43,,,"Grimey's, Nashville"
JPR 12 002,Belle & Sebastian,Lazy Line Painter Jane,Jeepster Recordings,"12"", EP, M/Print",,1997,5758583,"LP - 12""",2015-10-27 14:53:06,,,
JPR12 009,Belle & Sebastian,This Is Just A Modern Rock Song,Jeepster Recordings,"12"", EP",,1998,455047,"LP - 12""",2015-09-13 22:56:40,,,
JPR12003,Belle & Sebastian,3.. 6.. 9 Seconds Of Light,Jeepster Recordings,"12"", EP",,1997,455041,"LP - 12""",2018-10-29 00:42:52,,,"1,2,3,4 Go!, Oakland"
TWA12LP,The Jesus Lizard,Blue,Jetset Records,"LP, Album",,1998,1295306,"LP - 12""",2015-10-25 05:11:43,,,
"twa07lp, twa07cd",Mogwai,Young Team,"Jetset Records, Jetset Records","2xLP, Album",,1997,2814047,"LP - 12""",2016-07-20 04:35:54,,,
PZL003,Boyracer,How To Train Your Parakeet,Jigsaw,"7"", S/Sided, Red",5,1996,576715,"7""",2015-09-14 21:10:06,,,
JNR240-1,Big Business,Head For The Shallow,Joyful Noise Recordings,"LP, Album, RE",,2018,11466401,"LP - 12""",2018-02-11 21:53:03,,,
JNR240-2,Big Business,Here Come The Waterworks,Joyful Noise Recordings,"LP, Album, RE",,2018,11466309,"LP - 12""",2018-02-11 21:53:16,,,
JNR246,Oneida,Romance,Joyful Noise Recordings,"2xLP, Album, Ltd, Num, Mag",,2018,11629954,To Sell,2018-11-24 02:10:01,,,"Grimey's, Nashville"
"JR039, BH03RJN56",Bedhead,WhatFunLifeWas,"JR (3), JR (3)","LP, Album, RE, 180",,2014,6290318,"LP - 12""",2016-02-07 06:26:20,,,
justsoR1,The Radio Dept.,Lesser Matters,Just So!,"LP, Album, RE, RM",,2018,11512970,"LP - 12""",2020-04-17 00:18:46,,,
KLP 033,Heavenly,The Decline And Fall Of Heavenly,K,"LP, Album",,1994,1326201,"LP - 12""",2015-09-14 00:35:45,,,
KLP 044,Talulah Gosh,Backwash,K,"2xLP, Comp",,1996,401845,"LP - 12""",2016-04-19 23:59:59,,,
KLP 153,The Blow,"The Concussive Caress, Or, Casey Caught Her Mom Singing Along With The Vacuum",K,"LP, Album, Ltd",,2003,793527,"LP - 12""",2015-09-09 05:11:37,,,
KLP 167,The Blow,Poor Aim: Love Songs,K,"12"", EP",,2004,791177,"LP - 12""",2017-02-05 06:29:01,,,
KLP 25,Heavenly,P.U.N.K. Girl,K,"10"", MiniAlbum",,1995,400447,"10""",2015-09-11 04:40:37,,,
KLP 59,Heavenly,Operation Heavenly,K,"LP, Album",,1996,1874606,"LP - 12""",2016-07-20 04:34:47,,,
KLP 99,The Microphones,Don't Wake Me Up,K,"LP, Album",,1999,791127,"LP - 12""",2016-01-30 03:27:21,,,
klp112,Mirah (3),You Think It's Like This But Really It's Like This,K,"LP, Album, RE",,2014,5809769,"LP - 12""",2015-09-14 02:15:35,,,
KLP167,The Blow,Poor Aim: Love Songs,K,"12"", EP, RE, RP",,2007,2164986,"LP - 12""",2015-09-09 05:12:17,,,
"IPU 17, TEENBEAT 42",Unrest (2),Yes She Is My Skinhead Girl,"K, Teenbeat","7"", Single",5,1991,791671,"7""",2015-09-18 03:45:28,,,
KAILP0001,Chu Ishikawa,Tetsuo,Kaijyu Theater,"LP, Album, RE, Unofficial",,2016,7886845,"LP - 12""",2016-06-06 02:05:31,,,
